Site,Site,Latitude,Longitude,Year,count
I1499,I1499,25.84207,-80.10491,2010,32
I1500,I1500,26.149,-80.09657,2010,16
I1501,I1501,26.1472,-80.09658,2010,22
I1502,I1502,25.7915,-80.0973,2010,12
I1503,I1503,26.00292,-80.09595,2010,24
I1505,I1505,26.0713,-80.09156999999999,2010,20
I1506,I1506,26.262059999999998,-80.07089,2010,9
I1507,I1507,26.31689,-80.06535,2010,24
I1508,I1508,26.311329999999998,-80.06527,2010,22
I1509,I1509,25.842010000000002,-80.09493,2010,56
I1510,I1510,26.159760000000002,-80.08248,2010,12
I1511,I1511,26.031570000000002,-80.08912,2010,20
I1512,I1512,25.99908,-80.08973,2010,15
I1513,I1513,25.89615,-80.08853,2010,39
I1516,I1516,26.0606,-80.08523000000001,2010,24
I1517,I1517,26.31509,-80.06002,2010,24
I1518,I1518,25.84197,-80.08895,2010,13
I1519,I1519,26.1579,-80.0765,2010,41
I1521,I1521,26.71017,-80.02983,2010,10
I1522,I1522,26.5221,-80.03338000000001,2010,27
I1523,I1523,26.525579999999998,-80.03145,2010,43
I1525,I1525,26.651120000000002,-80.02077,2010,26
I1526,I1526,26.72632,-80.01692,2010,14
I1527,I1527,26.68008,-80.01858,2010,37
I1528,I1528,26.710820000000002,-80.01586999999999,2010,55
I2305,I2305,24.476979999999998,-81.93218,2010,166
I2306,I2306,24.45467,-81.92623,2010,27
I2307,I2307,24.47445,-81.89493,2010,84
I2308,I2308,24.473110000000002,-81.89305,2010,47
I2314,I2314,24.48808,-81.72118,2010,97
I2321,I2321,24.5047,-81.60698000000001,2010,32
I2322,I2322,24.51042,-81.58906999999999,2010,36
I2323,I2323,24.58665,-81.57777,2010,24
I2324,I2324,24.5528,-81.5718,2010,161
I2327,I2327,24.56007,-81.5003,2010,122
I2331,I2331,24.55923,-81.41328,2010,75
I2336,I2336,24.5636,-81.34952,2010,40
I2346,I2346,24.65351,-81.02148000000001,2010,77
I2370,I2370,24.962,-80.45546999999999,2010,51
I2374,I2374,24.98883,-80.4341,2010,91
I2384,I2384,25.02946,-80.36053000000001,2010,140
I2386,I2386,25.0725,-80.3529,2010,46
I2440,I2440,26.011879999999998,-80.11305,2010,20
I2446,I2446,26.02627,-80.10552,2010,8
I2451,I2451,26.084020000000002,-80.09906,2010,13
I2454,I2454,26.154429999999998,-80.09541999999999,2010,33
I2455,I2455,26.0569,-80.09528,2010,13
I2457,I2457,26.147170000000003,-80.09258,2010,34
I2463,I2463,26.086570000000002,-80.09031,2010,13
I2464,I2464,26.07628,-80.09203000000001,2010,35
I2472,I2472,26.174570000000003,-80.07465,2010,19
I4064,I4064,25.11051,-80.33995999999999,2010,71
I4065,I4065,24.80347,-80.69027,2010,2
I4066,I4066,24.904329999999998,-80.52951999999999,2010,46
I4067,I4067,24.77848,-80.73546999999999,2010,90
I4068,I4068,24.75029,-80.92978000000001,2010,143
I4069,I4069,24.48145,-81.7749,2010,47
I4070,I4070,24.4706,-81.74897,2010,54
I4071,I4071,24.46615,-81.74093,2010,20
I4072,I4072,24.4721,-81.76495,2010,57
I4074,I4074,24.470370000000003,-81.72923,2010,9
I4075,I4075,25.843770000000003,-80.08717,2010,37
I4076,I4076,25.83398,-80.08887,2010,30
I4077,I4077,25.88898,-80.09505,2010,27
I4078,I4078,26.6828,-80.03145,2010,36
I4080,I4080,27.111890000000002,-80.1256,2010,7
I4081,I4081,27.108179999999997,-80.12334,2010,30
I4082,I4082,27.106579999999997,-80.12203000000001,2010,16
I4083,I4083,27.1346,-80.13493000000001,2010,17
I4084,I4084,27.12122,-80.1275,2010,12
I4085,I4085,27.13167,-80.13403000000001,2010,36
I4086,I4086,24.97886,-80.42931999999999,2010,119
IRMA_004,IRMA_004,24.730754,-80.798771,2017,159
IRMA_016,IRMA_016,24.706446,-80.868015,2017,69
IRMA_023,IRMA_023,24.98885,-80.41365,2017,21
IRMA_024,IRMA_024,24.98215,-80.421633,2017,37
IRMA_025,IRMA_025,24.49783,-81.73329,2017,60
IRMA_031,IRMA_031,24.50832,-81.70832,2017,194
IRMA_032,IRMA_032,24.56692,-81.3886,2017,190
IRMA_035,IRMA_035,24.49783,-81.73329,2017,243
IRMA_036,IRMA_036,24.51385,-81.92246999999999,2017,145
IRMA_038,IRMA_038,24.72575,-80.93154,2017,119
IRMA_043,IRMA_043,24.763360000000002,-80.75519,2017,143
IRMA_044,IRMA_044,24.512179999999997,-81.92976,2017,89
IRMA_045,IRMA_045,24.53471,-81.63229,2017,100
IRMA_046,IRMA_046,24.55001,-81.52374,2017,159
IRMA_047,IRMA_047,24.68573,-81.04498000000001,2017,95
IRMA_050,IRMA_050,24.54855,-81.71243,2017,23
IRMA_051,IRMA_051,24.53475,-81.63209,2017,180
IRMA_052,IRMA_052,24.48645,-81.84855,2017,91
IRMA_053,IRMA_053,24.69294,-81.02101,2017,116
IRMA_056,IRMA_056,25.30337,-80.21539,2017,69
IRMA_057,IRMA_057,25.41827,-80.15541999999999,2017,72
IRMA_058,IRMA_058,25.546329999999998,-80.10165,2017,33
IRMA_061,IRMA_061,24.59255,-81.22076,2017,60
IRMA_063,IRMA_063,25.52838,-80.1187,2017,9
IRMA_064,IRMA_064,24.60039,-81.20631,2017,97
IRMA_065,IRMA_065,25.0219,-80.439,2017,59
IRMA_067,IRMA_067,24.7176,-80.9357,2017,98
IRMA_068,IRMA_068,24.6715,-81.0506,2017,115
IRMA_069,IRMA_069,24.5603,-81.5021,2017,124
IRMA_070,IRMA_070,24.5209,-81.6621,2017,183
IRMA_071,IRMA_071,25.293129999999998,-80.22094,2017,38
IRMA_073,IRMA_073,24.6993,-80.9669,2017,163
IRMA_074,IRMA_074,24.6895,-81.0302,2017,155
IRMA_075,IRMA_075,24.5475,-81.5866,2017,96
IRMA_081,IRMA_081,25.0088,-80.3765,2017,60
IRMA_086,IRMA_086,24.5452,-81.4071,2017,100
IRMA_087,IRMA_087,24.4917,-81.663565,2017,161
IRMA_088,IRMA_088,24.4796,-81.7176,2017,57
IRMA_089,IRMA_089,24.4545,-81.8589,2017,17
IRMA_091,IRMA_091,25.2208,-80.2099,2017,100
IRMA_092,IRMA_092,25.0072,-80.3756,2017,50
IRMA_093,IRMA_093,24.9519,-80.4513,2017,109
IRMA_094,IRMA_094,24.8452,-80.6209,2017,27
IRMA_095,IRMA_095,24.7527,-80.7578,2017,113
IRMA_096,IRMA_096,24.6253,-81.1116,2017,60
IRMA_097,IRMA_097,24.5421,-81.4153,2017,106
IRMA_099,IRMA_099,24.478,-81.7171,2017,133
IRMA_102,IRMA_102,25.3732,-80.1603,2017,67
IRMA_103,IRMA_103,25.3162,-80.188,2017,30
IRMA_104,IRMA_104,24.57682,-81.61338,2017,87
IRMA_105,IRMA_105,24.54492,-81.57647,2017,126
IRMA_106,IRMA_106,24.570335999999998,-81.457739,2017,80
IRMA_108,IRMA_108,25.20969,-80.21816,2017,62
IRMA_109,IRMA_109,24.501352,-81.67913,2017,244
IRMA_115,IRMA_115,24.64668,-81.0322,2017,128
IRMA_119,IRMA_119,24.8357,-80.63258,2017,99
J1601,J1601,24.48159,-81.95837,2011,21
J1602,J1602,24.48025,-81.95806,2011,89
J1603,J1603,24.445710000000002,-81.92805,2011,17
J1604,J1604,24.44963,-81.9081,2011,31
J1605,J1605,24.46045,-81.90416,2011,161
J1606,J1606,24.47856,-81.89506999999999,2011,73
J1607,J1607,24.45044,-81.89094,2011,35
J1608,J1608,24.475089999999998,-81.88631,2011,181
J1609,J1609,24.465629999999997,-81.87921999999999,2011,112
J1610,J1610,24.451539999999998,-81.8791,2011,44
J1612,J1612,24.46997,-81.80247,2011,43
J1613,J1613,24.468629999999997,-81.72865,2011,90
J1614,J1614,24.47179,-81.7252,2011,37
J1617,J1617,24.55177,-81.69771999999999,2011,28
J1619,J1619,24.56342,-81.66263000000001,2011,20
J1620,J1620,24.49194,-81.66212,2011,65
J1621,J1621,24.49204,-81.66042,2011,103
J1622,J1622,24.53707,-81.63473,2011,55
J1623,J1623,24.511770000000002,-81.62301,2011,45
J1624,J1624,24.516379999999998,-81.60464,2011,201
J1625,J1625,24.54087,-81.59908,2011,155
J1628,J1628,24.53651,-81.5933,2011,261
J1631,J1631,24.522779999999997,-81.57379,2011,158
J1632,J1632,24.51145,-81.56951,2011,21
J1633,J1633,24.52156,-81.51553,2011,67
J1634,J1634,24.5255,-81.49656999999999,2011,136
J1635,J1635,24.54204,-81.48846,2011,105
J1637,J1637,24.56008,-81.41178000000001,2011,78
J1638,J1638,24.54525,-81.40817,2011,111
J1640,J1640,24.61628,-81.39156,2011,11
J1641,J1641,24.56492,-81.3942,2011,321
J1643,J1643,24.55516,-81.35825,2011,65
J1648,J1648,24.618389999999998,-81.12546999999999,2011,104
J1649,J1649,24.623820000000002,-81.11757,2011,61
J1650,J1650,24.625629999999997,-81.11165,2011,75
J1651,J1651,24.625629999999997,-81.10767,2011,33
J1652,J1652,24.63287,-81.08991,2011,47
J1653,J1653,24.63287,-81.08794,2011,62
J1654,J1654,24.63107,-81.08201,2011,201
J1656,J1656,24.66539,-81.07215,2011,173
J1659,J1659,24.65095,-81.04052,2011,42
J1662,J1662,24.64915,-81.03063,2011,19
J1664,J1664,24.686770000000003,-80.96191,2011,50
J1669,J1669,24.716720000000002,-80.93685,2011,186
J1670,J1670,24.71838,-80.93070999999999,2011,196
J1673,J1673,24.757360000000002,-80.77153,2011,35
J1674,J1674,24.77717,-80.73984,2011,123
J1675,J1675,24.77536,-80.73391,2011,79
J1676,J1676,24.76993,-80.72798,2011,60
J1678,J1678,24.87792,-80.56737,2011,118
J1679,J1679,24.88697,-80.5713,2011,75
J1680,J1680,24.893729999999998,-80.55592,2011,41
J1681,J1681,24.90694,-80.53766,2011,138
J1687,J1687,24.96765,-80.54304,2011,13
J1688,J1688,24.98773,-80.46426,2011,107
J1690,J1690,24.99493,-80.44606999999999,2011,57
J1691,J1691,25.00548,-80.39031,2011,86
J1692,J1692,25.0105,-80.37344,2011,110
J1693,J1693,25.018079999999998,-80.36668,2011,104
J1695,J1695,25.02316,-80.40788,2011,7
J1697,J1697,25.02686,-80.40218,2011,46
J1699,J1699,25.0399,-80.34102,2011,125
J1701,J1701,25.05526,-80.34685,2011,111
J1706,J1706,25.07594,-80.38025999999999,2011,50
J1707,J1707,25.098000000000003,-80.32072,2011,63
J1708,J1708,25.10651,-80.31721,2011,122
J1709,J1709,25.11885,-80.28284000000001,2011,118
J1710,J1710,25.12111,-80.2767,2011,51
J1711,J1711,25.131429999999998,-80.27246,2011,121
J1712,J1712,25.133770000000002,-80.29279,2011,97
J1714,J1714,25.13864,-80.2588,2011,161
J1715,J1715,25.14183,-80.257,2011,114
J1718,J1718,25.17643,-80.24081,2011,102
J1719,J1719,25.18393,-80.23345,2011,65
J1720,J1720,25.203429999999997,-80.22279,2011,103
J1728,J1728,25.238139999999998,-80.21223,2011,69
J1729,J1729,25.23793,-80.25831,2011,71
J1730,J1730,25.25534,-80.19115,2011,110
J1731,J1731,25.26164,-80.21419,2011,115
J1733,J1733,25.26416,-80.19883,2011,177
J1737,J1737,25.333070000000003,-80.15042,2011,59
J1739,J1739,25.334979999999998,-80.1683,2011,84
J1740,J1740,25.360120000000002,-80.14426999999999,2011,37
J1742,J1742,25.36372,-80.14226,2011,82
J1743,J1743,25.36732,-80.14024,2011,59
J1744,J1744,25.369120000000002,-80.13824,2011,126
J1745,J1745,25.368489999999998,-80.17591999999999,2011,193
J1751,J1751,25.44165,-80.18944,2011,40
J1753,J1753,25.4469,-80.15957,2011,54
J1754,J1754,25.45225,-80.1476,2011,78
J1755,J1755,25.462979999999998,-80.12961999999999,2011,69
J1756,J1756,25.46845,-80.13953000000001,2011,67
J1757,J1757,25.47215,-80.14883,2011,56
J1759,J1759,25.47733,-80.1136,2011,24
J1760,J1760,25.49373,-80.13736,2011,88
J1761,J1761,25.50445,-80.11936999999999,2011,49
J1762,J1762,25.5244,-80.13316,2011,49
J1763,J1763,25.530720000000002,-80.14084,2011,91
J1764,J1764,25.54049,-80.10517,2011,44
J1765,J1765,25.54409,-80.10316,2011,44
J1766,J1766,25.56764,-80.11493,2011,52
J1768,J1768,25.580170000000003,-80.09691,2011,33
J1769,J1769,25.5892,-80.09685,2011,66
J1771,J1771,25.65602,-80.09735,2011,53
J1772,J1772,25.715870000000002,-80.0998,2011,54
J1773,J1773,25.79685,-80.0955,2011,35
J1774,J1774,25.79867,-80.0954,2011,20
J1775,J1775,25.831220000000002,-80.101,2011,42
J1776,J1776,25.84017,-80.089,2011,28
J1777,J1777,25.84378,-80.08893,2011,27
J1778,J1778,25.845579999999998,-80.0889,2011,25
J1779,J1779,25.847379999999998,-80.0869,2011,28
J1780,J1780,25.8492,-80.0886,2011,19
J1781,J1781,25.84918,-80.09188,2011,40
J1782,J1782,25.851029999999998,-80.0917,2011,43
J1783,J1783,25.85294,-80.11052,2011,48
J1784,J1784,25.86195,-80.10676,2011,31
J1785,J1785,25.87278,-80.10668000000001,2011,32
J1786,J1786,25.87451,-80.0995,2011,13
J1787,J1787,25.87641,-80.10865,2011,26
J1788,J1788,25.917920000000002,-80.10434000000001,2011,19
J1789,J1789,25.98839,-80.1118,2011,5
J1790,J1790,25.99561,-80.11174,2011,18
J1791,J1791,26.002679999999998,-80.11285,2011,6
J1793,J1793,26.02627,-80.10552,2011,5
J1794,J1794,26.03385,-80.1055,2011,41
J1795,J1795,26.082179999999997,-80.0931,2011,23
J1796,J1796,26.08397,-80.09108,2011,31
J1797,J1797,26.111079999999998,-80.09487,2011,14
J1798,J1798,26.12914,-80.09473,2011,25
J1799,J1799,26.139979999999998,-80.09665,2011,18
J1800,J1800,26.16872,-80.09611,2011,5
J1801,J1801,26.19947,-80.08018,2011,12
J1802,J1802,26.231959999999997,-80.07791999999999,2011,15
J1803,J1803,26.296940000000003,-80.0734,2011,15
J1804,J1804,26.314940000000004,-80.06524,2011,16
J1805,J1805,26.361859999999997,-80.06085999999999,2011,28
J1806,J1806,26.363670000000003,-80.06084,2011,37
J1810,J1810,26.7167,-80.02978,2011,17
J2612,J2612,24.466279999999998,-81.83182,2011,24
J2634,J2634,24.508670000000002,-81.56795,2011,77
J2636,J2636,24.53257,-81.48153,2011,117
J2640,J2640,24.57991,-81.45328,2011,165
J2641,J2641,24.58127,-81.43921999999999,2011,229
J2643,J2643,24.5677,-81.38454,2011,116
J2660,J2660,24.657770000000003,-81.03062,2011,23
J2668,J2668,24.72139,-80.92782,2011,140
J2679,J2679,24.8455,-80.62037,2011,29
J2680,J2680,24.90685,-80.61304,2011,13
J2682,J2682,24.87639,-80.58398000000001,2011,77
J2684,J2684,24.87207,-80.57879,2011,43
J2685,J2685,24.88513,-80.56339,2011,80
J2687,J2687,24.89677,-80.55346999999999,2011,55
J2690,J2690,24.9766,-80.53336999999999,2011,16
J2693,J2693,24.9505,-80.46001,2011,79
J2700,J2700,25.02197,-80.36336999999999,2011,75
J2702,J2702,25.029429999999998,-80.35477,2011,123
J2704,J2704,25.037689999999998,-80.41555,2011,56
J2705,J2705,25.05017,-80.37052,2011,82
J2706,J2706,25.06351,-80.34082,2011,108
J2707,J2707,25.06673,-80.33866,2011,136
J2710,J2710,25.1094,-80.3385,2011,45
J2716,J2716,25.16925,-80.25898000000001,2011,103
J2723,J2723,25.219820000000002,-80.21093,2011,84
J2724,J2724,25.22854,-80.20136,2011,81
J2732,J2732,25.2985,-80.2202,2011,47
J2734,J2734,25.32951,-80.16038,2011,12
J2755,J2755,25.454729999999998,-80.17251999999999,2011,29
J2758,J2758,25.49369,-80.13139,2011,53
J2759,J2759,25.49376,-80.14333,2011,60
J2760,J2760,25.49716,-80.10748000000001,2011,29
J2761,J2761,25.50817,-80.13725,2011,82
J2762,J2762,25.520670000000003,-80.11328,2011,42
J2766,J2766,25.57846,-80.11286,2011,36
J2798,J2798,26.29872,-80.06938000000001,2011,36
J2802,J2802,25.072960000000002,-80.37883000000001,2011,45
J2803,J2803,24.6214,-81.36316,2011,58
J2804,J2804,24.518929999999997,-81.57605,2011,149
J2805,J2805,24.502860000000002,-81.72523000000001,2011,234
J2806,J2806,24.51264,-81.68764,2011,150
J2807,J2807,25.47295,-80.13098000000001,2011,41
J2808,J2808,24.56993,-81.33041999999999,2011,205
J2809,J2809,26.94742,-80.03192,2011,21
J2810,J2810,26.88007,-80.02108,2011,17
J2811,J2811,26.735329999999998,-80.0158,2011,5
J2812,J2812,26.75647,-80.01413000000001,2011,6
J2813,J2813,26.68375,-80.03175,2011,18
J2814,J2814,26.71293,-80.01597,2011,41
J2815,J2815,26.33417,-80.05816999999999,2011,21
J2817,J2817,26.41023,-80.05163,2011,64
J2819,J2819,24.6397,-81.06755,2011,122
J2820,J2820,24.66628,-81.07409,2011,67
J2822,J2822,24.57904,-81.49724,2011,134
J2823,J2823,24.98623,-80.44946999999999,2011,81
J2824,J2824,24.56005,-81.50123,2011,125
J2825,J2825,24.703979999999998,-80.90038,2011,93
J2826,J2826,24.7122,-80.87849,2011,48
J2827,J2827,25.40729,-80.15006,2011,49
J2828,J2828,25.3985,-80.15006,2011,64
J2829,J2829,24.69762,-81.03686,2011,80
J2830,J2830,24.980339999999998,-80.44686999999999,2011,104
J2831,J2831,24.71288,-80.94646,2011,199
J2832,J2832,24.7245,-80.9329,2011,141
J2833,J2833,25.41615,-80.15183,2011,76
J2834,J2834,24.68785,-81.03769,2011,137
J2835,J2835,24.69584,-81.0517,2011,36
J2838,J2838,25.4228,-80.15904,2011,66
J2840,J2840,24.68979,-81.03056,2011,56
J2841,J2841,25.44205,-80.15405,2011,84
J2843,J2843,25.444329999999997,-80.13486,2011,48
J2844,J2844,24.69707,-81.03779,2011,50
J2845,J2845,24.904239999999998,-80.61796,2011,155
J2846,J2846,26.02778,-80.09858,2011,29
J2847,J2847,24.57276,-81.33144,2011,111
J2848,J2848,27.13167,-80.13403000000001,2011,21
J2849,J2849,27.111890000000002,-80.1256,2011,8
J2850,J2850,27.108179999999997,-80.12334,2011,26
J2851,J2851,27.106579999999997,-80.12203000000001,2011,24
J2852,J2852,27.1346,-80.13493000000001,2011,14
J2853,J2853,27.12122,-80.1275,2011,17
J2854,J2854,24.633470000000003,-82.87334,2011,12
J2855,J2855,24.64933,-82.89318,2011,42
J2856,J2856,24.66968,-82.90912,2011,46
J2857,J2857,24.58011,-81.28764,2011,127
J2858,J2858,24.66306,-82.91203,2011,59
J2859,J2859,24.63237,-82.90535,2011,43
J2860,J2860,24.54873,-81.53296999999999,2011,86
J2861,J2861,24.5858,-81.58121,2011,73
J2862,J2862,24.521720000000002,-81.57675,2011,164
J2863,J2863,24.51782,-81.54427,2011,65
J2864,J2864,24.53145,-81.48355,2011,102
J2865,J2865,24.5477,-81.45716999999999,2011,169
J2866,J2866,24.53884,-81.44346999999999,2011,101
J2867,J2867,24.56159,-81.40789000000001,2011,113
J2868,J2868,25.30741,-80.16119,2011,17
J2870,J2870,25.33349,-80.17826,2011,82
J2871,J2871,25.36116,-80.18914000000001,2011,189
J2872,J2872,25.8531,-80.09053,2011,54
J2873,J2873,25.8531,-80.1037,2011,128
J2874,J2874,24.95363,-80.47400999999999,2011,19
K1002,K1002,24.6001,-82.9724,2012,38
K1003,K1003,24.58772,-82.95246,2012,78
K1009,K1009,24.5951,-82.94073,2012,60
K1011,K1011,24.66021,-82.93186,2012,81
K1012,K1012,24.60964,-82.93305,2012,139
K1013,K1013,24.663870000000003,-82.92796,2012,59
K1014,K1014,24.66207,-82.92793,2012,71
K1015,K1015,24.58462,-82.91292,2012,16
K1016,K1016,24.575670000000002,-82.90686,2012,36
K1017,K1017,24.68419,-82.8927,2012,58
K1019,K1019,24.5978,-82.86968,2012,136
K1020,K1020,24.61771,-82.86601999999999,2012,89
K1021,K1021,24.69719,-82.86325,2012,63
K1022,K1022,24.62503,-82.85823,2012,119
K1024,K1024,24.65765,-82.84883,2012,105
K1025,K1025,24.639670000000002,-82.84264,2012,9
K1026,K1026,24.62736,-82.8148,2012,72
K1027,K1027,24.72673,-82.81031,2012,104
K1028,K1028,24.72493,-82.81029000000001,2012,106
K1029,K1029,24.62741,-82.81085,2012,81
K1030,K1030,24.724970000000003,-82.806333,2012,60
K1031,K1031,24.62931,-82.80298,2012,33
K1032,K1032,24.72683,-82.80241,2012,43
K1033,K1033,24.71251,-82.79231999999999,2012,80
K1034,K1034,24.70713,-82.78829,2012,58
K1035,K1035,24.72345,-82.78259,2012,64
K1036,K1036,24.71264,-82.78045999999999,2012,29
K1037,K1037,24.6892,-82.77815,2012,55
K1039,K1039,24.66212,-82.77776,2012,23
K1041,K1041,24.47158,-81.95376999999999,2012,207
K1042,K1042,24.48164,-81.94440999999999,2012,123
K1043,K1043,24.45852,-81.93043,2012,23
K1044,K1044,24.4823,-81.83584,2012,111
K1045,K1045,24.466260000000002,-81.82198000000001,2012,23
K1046,K1046,24.46623,-81.78989,2012,76
K1049,K1049,24.47581,-81.73318,2012,56
K1052,K1052,24.48265,-81.71351999999999,2012,13
K1053,K1053,24.47945,-81.71349000000001,2012,33
K1054,K1054,24.55,-81.70602,2012,22
K1055,K1055,24.499010000000002,-81.70586,2012,14
K1056,K1056,24.4814,-81.70564,2012,28
K1057,K1057,24.49945,-81.69845,2012,101
K1062,K1062,24.521739999999998,-81.66509,2012,166
K1063,K1063,24.565939999999998,-81.65734,2012,9
K1065,K1065,24.56777,-81.65083,2012,37
K1066,K1066,24.50204,-81.62489000000001,2012,15
K1067,K1067,24.50512,-81.62078000000001,2012,52
K1069,K1069,24.53989,-81.59701,2012,82
K1071,K1071,24.521829999999998,-81.58388000000001,2012,52
K1072,K1072,24.527379999999997,-81.55789,2012,102
K1073,K1073,24.52561,-81.55311999999999,2012,114
K1077,K1077,24.545170000000002,-81.4698,2012,59
K1079,K1079,24.54896,-81.44536,2012,73
K1080,K1080,24.5407,-81.4339,2012,61
K1086,K1086,24.63425,-81.24812,2012,121
K1088,K1088,24.59357,-81.23602,2012,51
K1089,K1089,24.62416,-81.23414,2012,179
K1090,K1090,24.62525,-81.23139,2012,147
K1093,K1093,24.62581,-81.1115,2012,70
K1094,K1094,24.62689,-81.10784,2012,27
K1095,K1095,24.63312,-81.09021,2012,23
K1096,K1096,24.63287,-81.08794,2012,66
K1097,K1097,24.63649,-81.07015,2012,90
K1098,K1098,24.68843,-81.04003,2012,68
K1099,K1099,24.69434,-81.03834,2012,37
K1100,K1100,24.697670000000002,-81.03622,2012,80
K1102,K1102,24.66016,-81.02105,2012,36
K1103,K1103,24.66885,-80.99264000000001,2012,118
K1104,K1104,24.66495,-80.98911,2012,122
K1106,K1106,24.695870000000003,-80.94584,2012,20
K1110,K1110,24.69429,-80.91202,2012,28
K1111,K1111,24.6997,-80.89817,2012,44
K1112,K1112,24.7051,-80.8784,2012,20
K1114,K1114,24.719520000000003,-80.84081,2012,48
K1115,K1115,24.73215,-80.83288,2012,229
K1120,K1120,24.86671,-80.58301,2012,127
K1121,K1121,24.8779,-80.57253,2012,52
K1124,K1124,24.89011,-80.55317,2012,48
K1126,K1126,24.9102,-80.53339,2012,30
K1127,K1127,24.95141,-80.55086999999999,2012,22
K1128,K1128,24.95327,-80.54921999999999,2012,5
K1130,K1130,24.96643,-80.53696,2012,6
K1133,K1133,24.984720000000003,-80.41637,2012,85
K1134,K1134,24.98798,-80.41264,2012,68
K1135,K1135,24.99885,-80.4019,2012,87
K1136,K1136,25.00029,-80.43946,2012,103
K1137,K1137,25.004089999999998,-80.39233,2012,103
K1138,K1138,25.025879999999997,-80.39058,2012,122
K1140,K1140,25.03584,-80.34801,2012,70
K1141,K1141,25.03839,-80.34867,2012,18
K1143,K1143,25.05947,-80.32878000000001,2012,40
K1144,K1144,25.06312,-80.34109000000001,2012,41
K1145,K1145,25.06687,-80.37039,2012,56
K1146,K1146,25.09361,-80.31313,2012,48
K1151,K1151,25.12627,-80.3091,2012,19
K1152,K1152,25.12955,-80.26825,2012,143
K1156,K1156,25.189,-80.23079,2012,45
K1157,K1157,25.20167,-80.23666999999999,2012,68
K1158,K1158,25.21238,-80.20879000000001,2012,85
K1159,K1159,25.2142,-80.20699,2012,57
K1161,K1161,25.21425,-80.21471,2012,113
K1162,K1162,25.21454,-80.27632,2012,86
K1163,K1163,25.214560000000002,-80.28029000000001,2012,136
K1165,K1165,25.23947,-80.22868000000001,2012,12
K1168,K1168,25.25594,-80.21068000000001,2012,88
K1169,K1169,25.25723,-80.22041999999999,2012,110
K1170,K1170,25.2664,-80.1887,2012,58
K1175,K1175,25.29789,-80.17355,2012,53
K1177,K1177,25.31726,-80.15594,2012,30
K1178,K1178,25.316779999999998,-80.20853000000001,2012,100
K1180,K1180,25.32986,-80.19989,2012,64
K1181,K1181,25.331529999999997,-80.1808,2012,44
K1183,K1183,25.34781,-80.15637,2012,26
K1184,K1184,25.35035,-80.17299,2012,49
K1186,K1186,25.365370000000002,-80.15828,2012,52
K1187,K1187,25.3946,-80.17258000000001,2012,64
K1188,K1188,25.40157,-80.13188000000001,2012,23
K1189,K1189,25.42541,-80.12661999999999,2012,23
K1191,K1191,25.429489999999998,-80.13689000000001,2012,47
K1192,K1192,25.434179999999998,-80.15446,2012,59
K1193,K1193,25.44085,-80.12146,2012,28
K1194,K1194,25.45522,-80.13189,2012,44
K1195,K1195,25.454179999999997,-80.1404,2012,60
K1196,K1196,25.46518,-80.15723,2012,62
K1197,K1197,25.46797,-80.14075,2012,57
K1198,K1198,25.47268,-80.15715,2012,93
K1199,K1199,25.479229999999998,-80.1084,2012,25
K1200,K1200,25.47907,-80.12736,2012,50
K1201,K1201,25.49671,-80.13803,2012,74
K1202,K1202,25.500239999999998,-80.11661,2012,59
K1205,K1205,25.523139999999998,-80.14056,2012,82
K1206,K1206,25.53647,-80.13841,2012,70
K1207,K1207,25.54274,-80.10104,2012,27
K1208,K1208,25.54976,-80.10089,2012,29
K1209,K1209,25.57291,-80.09898000000001,2012,47
K1211,K1211,25.58995,-80.09663,2012,33
K1212,K1212,25.75006,-80.11955999999999,2012,8
K1214,K1214,25.81496,-80.10113,2012,23
K1215,K1215,25.82752,-80.0866,2012,8
K1216,K1216,25.82767,-80.0977,2012,30
K1217,K1217,25.83955,-80.0858,2012,5
K1218,K1218,25.85645,-80.0951,2012,38
K1219,K1219,25.8878,-80.09795,2012,35
K1220,K1220,25.9052,-80.09246,2012,29
K1221,K1221,25.906979999999997,-80.08845,2012,26
K1222,K1222,25.923270000000002,-80.09431,2012,47
K1223,K1223,25.923370000000002,-80.11029,2012,33
K1224,K1224,25.93957,-80.10218,2012,25
K1225,K1225,25.95767,-80.10803,2012,39
K1226,K1226,25.98477,-80.10983,2012,63
K1227,K1227,25.98658,-80.11180999999999,2012,22
K1228,K1228,25.9956,-80.10975,2012,14
K1229,K1229,25.99917,-80.10373,2012,34
K1230,K1230,26.01171,-80.08764000000001,2012,23
K1231,K1231,26.01181,-80.10363000000001,2012,24
K1232,K1232,26.0245,-80.11153,2012,5
K1233,K1233,26.06952,-80.09119,2012,43
K1234,K1234,26.07499,-80.09915,2012,30
K1235,K1235,26.08944,-80.09904,2012,15
K1236,K1236,26.09839,-80.08697,2012,32
K1237,K1237,26.10204,-80.09294,2012,39
K1238,K1238,26.116410000000002,-80.08083,2012,6
K1239,K1239,26.15444,-80.09854,2012,6
K1240,K1240,26.192239999999998,-80.07823,2012,15
K1241,K1241,26.195870000000003,-80.08221,2012,29
K1242,K1242,26.1995,-80.08418,2012,9
K1243,K1243,26.20495,-80.09014,2012,7
K1246,K1246,26.3582,-80.05287,2012,67
K2003,K2003,24.58553,-82.98205,2012,67
K2015,K2015,24.573610000000002,-82.92658,2012,55
K2017,K2017,24.66761,-82.91814000000001,2012,28
K2023,K2023,24.61954,-82.86407,2012,123
