Site,Site,Latitude,Longitude,Year,count
E1224,E1224,26.05331,-80.09732,2008,10
E1225,E1225,26.12371,-80.09277,2008,38
E1226,E1226,26.13641,-80.09295,2008,85
E1227,E1227,26.14175,-80.09063,2008,103
E1228,E1228,26.1562,-80.09052,2008,69
E1229,E1229,26.158,-80.09051,2008,256
E1230,E1230,26.20134,-80.09017,2008,19
E1231,E1231,26.16712,-80.08861999999999,2008,6
E1232,E1232,26.21762,-80.08805,2008,17
E1233,E1233,26.3192,-80.07228,2008,26
E1234,E1234,25.8312,-80.09900999999999,2008,30
E1235,E1235,25.81118,-80.09761999999999,2008,34
E1236,E1236,26.065939999999998,-80.09522,2008,12
E1237,E1237,26.06051,-80.09326,2008,16
E1238,E1238,26.07495,-80.09315,2008,15
E1240,E1240,26.1904,-80.08136,2008,12
E1242,E1242,26.31135,-80.06728000000001,2008,86
E1244,E1244,26.01718,-80.09559,2008,17
E1245,E1245,26.03523,-80.09346,2008,19
E1246,E1246,25.89256,-80.09255,2008,6
E1249,E1249,25.7878,-80.08936,2008,15
E1250,E1250,25.99907,-80.08773000000001,2008,17
E1251,E1251,26.02255,-80.08756,2008,41
E1252,E1252,26.09676,-80.0841,2008,23
E1253,E1253,26.14348,-80.07862,2008,22
E1256,E1256,26.325879999999998,-80.05767,2008,37
E1257,E1257,26.3474,-80.05696,2008,58
E1265,E1265,26.4305,-80.04956999999999,2008,52
E1267,E1267,26.47942,-80.0419,2008,42
E1268,E1268,26.531129999999997,-80.02955,2008,55
E1269,E1269,26.60841,-80.0241,2008,24
E1270,E1270,26.58851,-80.02289,2008,6
E2005,E2005,24.52072,-81.67702,2008,249
E2018,E2018,24.45907,-81.9107,2008,162
E2042,E2042,24.479870000000002,-81.72128000000001,2008,32
E2050,E2050,24.45341,-81.88295,2008,30
E2051,E2051,24.46258,-81.85295,2008,31
E2068,E2068,24.687079999999998,-80.95947,2008,112
E2071,E2071,24.67403,-80.95982,2008,62
E2083,E2083,24.685,-80.92245,2008,61
E2084,E2084,24.760720000000003,-80.75963,2008,84
E2092,E2092,25.03635,-80.41614,2008,44
E2096,E2096,25.20598,-80.27131,2008,78
E2097,E2097,25.22971,-80.26595999999999,2008,72
E2098,E2098,25.23797,-80.26626,2008,80
E2127,E2127,24.942729999999997,-80.49933,2008,46
E2128,E2128,24.941029999999998,-80.48678000000001,2008,34
E2139,E2139,24.9759,-80.43611999999999,2008,64
E2202,E2202,25.692120000000003,-80.09642,2008,32
E2208,E2208,25.970129999999997,-80.11186,2008,10
E2212,E2212,25.93058,-80.10823,2008,91
E2222,E2222,26.11111,-80.09886999999999,2008,12
E2227,E2227,26.07497,-80.09515,2008,13
E2231,E2231,26.18685,-80.08428,2008,20
E2240,E2240,26.21945,-80.07755,2008,31
E2241,E2241,26.24295,-80.07383,2008,38
E2243,E2243,25.746,-80.09965,2008,27
E2253,E2253,26.00751,-80.08783000000001,2008,25
E2257,E2257,26.22467,-80.06862,2008,51
E2259,E2259,26.3187,-80.05912,2008,57
E2264,E2264,26.423609999999996,-80.05017,2008,27
E2265,E2265,26.4622,-80.04315,2008,35
E2271,E2271,26.705070000000003,-80.0168,2008,32
E4001,E4001,27.13195,-80.13367,2008,9
E4002,E4002,27.11188,-80.12557,2008,7
E4003,E4003,27.10837,-80.12297,2008,5
E4004,E4004,27.10645,-80.12233,2008,6
E4005,E4005,27.1038,-80.12088,2008,5
E4006,E4006,27.12122,-80.12748,2008,11
E4007,E4007,26.51525,-80.04791999999999,2008,5
E4008,E4008,25.842,-80.09506,2008,35
E4009,E4009,25.4471,-80.15902,2008,117
E4010,E4010,25.4351,-80.19228000000001,2008,19
E4011,E4011,25.67513,-80.09846999999999,2008,101
E4012,E4012,26.71428,-80.0308,2008,7
E4013,E4013,24.58551,-81.26448,2008,15
E4014,E4014,24.60046,-81.25701,2008,55
E4015,E4015,24.5922,-81.22451,2008,41
E4016,E4016,24.59685,-81.20803000000001,2008,21
E4017,E4017,24.60398,-81.19726,2008,57
E4018,E4018,24.62728,-81.2312,2008,106
E4020,E4020,25.40147,-80.15347,2008,76
E4021,E4021,25.491970000000002,-80.14533,2008,98
E4022,E4022,25.58758,-80.11296999999999,2008,35
E4023,E4023,25.50875,-80.12053,2008,81
F1001,F1001,24.51409,-81.93048,2009,58
F1002,F1002,24.552979999999998,-81.68804,2009,42
F1003,F1003,24.477970000000003,-81.96276999999999,2009,74
F1006,F1006,24.5258,-81.68375999999999,2009,205
F1007,F1007,24.52337,-81.68336,2009,102
F1008,F1008,24.52094,-81.66068,2009,221
F1010,F1010,24.52313,-81.64661,2009,210
F1011,F1011,24.52501,-81.63083,2009,177
F1013,F1013,24.558410000000002,-81.50666,2009,218
F1016,F1016,24.47702,-81.87536,2009,106
F1017,F1017,24.497120000000002,-81.70834,2009,55
F1018,F1018,24.49579,-81.70174,2009,206
F1019,F1019,24.50009,-81.69346999999999,2009,260
F1020,F1020,24.52121,-81.56385999999999,2009,169
F1021,F1021,24.56317,-81.40041,2009,127
F1022,F1022,24.56577,-81.39673,2009,107
F1023,F1023,24.460420000000003,-81.8433,2009,127
F1024,F1024,24.45894,-81.84563,2009,28
F1025,F1025,24.54496,-81.40732,2009,75
F1027,F1027,24.52093,-81.58506,2009,89
F1030,F1030,24.47425,-81.76732,2009,28
F1031,F1031,24.48299,-81.73522,2009,5
F1032,F1032,24.5083,-81.64528,2009,102
F1033,F1033,24.434839999999998,-81.9301,2009,13
F1034,F1034,24.44581,-81.92246,2009,15
F1035,F1035,24.45534,-81.8516,2009,39
F1036,F1036,24.47265,-81.75466999999999,2009,61
F1037,F1037,24.47573,-81.73532,2009,18
F1038,F1038,24.542360000000002,-81.42751,2009,186
F1039,F1039,24.54521,-81.4169,2009,66
F1040,F1040,24.55293,-81.38214,2009,46
F1043,F1043,24.45895,-81.84168000000001,2009,34
F1044,F1044,24.46614,-81.83376,2009,23
F1045,F1045,24.46811,-81.8062,2009,29
F1046,F1046,24.46646,-81.78841,2009,50
F1047,F1047,24.68889,-81.04646,2009,22
F1048,F1048,24.69431,-81.04053,2009,134
F1049,F1049,24.63425,-81.24633,2009,247
F1050,F1050,24.62722,-81.23347,2009,135
F1054,F1054,24.62516,-81.1129,2009,96
F1055,F1055,24.65999,-81.03064,2009,48
F1058,F1058,24.58941,-81.25699,2009,94
F1062,F1062,24.59515,-81.21257,2009,120
F1064,F1064,24.61113,-81.16498,2009,41
F1065,F1065,24.6383,-81.06423000000001,2009,119
F1066,F1066,24.641920000000002,-81.05237,2009,130
F1067,F1067,24.6618,-80.99901,2009,17
F1068,F1068,24.60625,-81.16539,2009,115
F1069,F1069,24.62839,-81.09213000000001,2009,129
F1070,F1070,24.83676,-80.72623,2009,63
F1072,F1072,24.8975,-80.618,2009,95
F1074,F1074,25.06148,-80.37835,2009,62
F1075,F1075,25.116999999999997,-80.3414,2009,64
F1076,F1076,25.21639,-80.28624,2009,64
F1077,F1077,25.22243,-80.28045,2009,74
F1078,F1078,25.23798,-80.26824,2009,84
F1080,F1080,25.285610000000002,-80.22581,2009,23
F1084,F1084,24.976329999999997,-80.44464,2009,46
F1086,F1086,25.02044,-80.42588,2009,49
F1088,F1088,24.99261,-80.42585,2009,54
F1089,F1089,25.0108,-80.41225,2009,93
F1095,F1095,24.98467,-80.41642,2009,86
F1096,F1096,24.99077,-80.41254,2009,44
F1097,F1097,25.214370000000002,-80.21686,2009,13
F1098,F1098,25.21242,-80.21285,2009,18
F1100,F1100,24.9992,-80.43983,2009,61
F1103,F1103,25.10678,-80.32125,2009,33
F1106,F1106,25.23248,-80.22663,2009,34
F1107,F1107,25.2481,-80.21858,2009,64
F1110,F1110,24.89566,-80.54500999999999,2009,16
F1111,F1111,25.07583,-80.32276999999999,2009,36
F1112,F1112,25.10305,-80.30691999999999,2009,73
F1113,F1113,25.09358,-80.30085,2009,93
F1114,F1114,25.22166,-80.21006,2009,67
F1115,F1115,25.2668,-80.20260999999999,2009,99
F1118,F1118,24.98035,-80.41728,2009,69
F1119,F1119,25.023410000000002,-80.36541,2009,51
F1120,F1120,25.097170000000002,-80.29698,2009,85
F1121,F1121,25.15332,-80.24874,2009,26
F1122,F1122,25.185660000000002,-80.22631,2009,51
F1126,F1126,24.90372,-80.52785,2009,132
F1128,F1128,25.50114,-80.17113,2009,32
F1129,F1129,25.45523,-80.172,2009,34
F1130,F1130,25.44772,-80.1636,2009,78
F1131,F1131,25.47505,-80.1522,2009,117
F1133,F1133,25.310489999999998,-80.21589,2009,172
F1135,F1135,25.3369,-80.19655999999999,2009,182
F1138,F1138,25.34735,-80.17876,2009,150
F1139,F1139,25.42166,-80.1677,2009,37
F1140,F1140,25.364639999999998,-80.16745999999999,2009,66
F1141,F1141,25.36063,-80.1626,2009,86
F1142,F1142,25.42158,-80.15378,2009,146
F1143,F1143,25.41978,-80.15379,2009,101
F1144,F1144,25.425179999999997,-80.15177,2009,55
F1146,F1146,25.49222,-80.1385,2009,131
F1147,F1147,25.46304,-80.13956999999999,2009,57
F1148,F1148,25.33597,-80.17061,2009,67
F1150,F1150,25.36726,-80.1404,2009,34
F1151,F1151,25.40158,-80.13006,2009,103
F1153,F1153,25.3368,-80.16823000000001,2009,50
F1154,F1154,25.49887,-80.1212,2009,116
F1155,F1155,25.5635,-80.1129,2009,52
F1156,F1156,25.58995,-80.09643,2009,69
F1158,F1158,25.34692,-80.15099000000001,2009,23
F1159,F1159,25.571189999999998,-80.10495,2009,31
F1160,F1160,25.6795,-80.0982,2009,33
F1161,F1161,25.5116,-80.1047,2009,91
F1163,F1163,25.70478,-80.0979,2009,59
F1164,F1164,25.6741,-80.0942,2009,27
F1165,F1165,25.6722,-80.0902,2009,19
F1168,F1168,25.498929999999998,-80.1015,2009,70
F1169,F1169,25.93958,-80.11025,2009,25
F1170,F1170,25.86378,-80.11074,2009,25
F1171,F1171,25.98295,-80.10784,2009,44
F1172,F1172,25.9703,-80.10594,2009,27
F1173,F1173,25.92878,-80.10625,2009,40
F1174,F1174,25.87278,-80.10668000000001,2009,31
F1175,F1175,26.04974,-80.10334,2009,11
F1176,F1176,26.116529999999997,-80.10083,2009,6
F1177,F1177,26.112920000000003,-80.10086,2009,9
F1178,F1178,26.10209,-80.10094000000001,2009,54
F1179,F1179,25.883589999999998,-80.1026,2009,39
F1180,F1180,26.14722,-80.0986,2009,11
F1181,F1181,26.14901,-80.09658,2009,6
F1183,F1183,26.123720000000002,-80.09478,2009,53
F1185,F1185,26.14718,-80.09259,2009,25
F1186,F1186,26.17245,-80.0904,2009,17
F1187,F1187,26.208389999999998,-80.08627,2009,33
F1189,F1189,26.221120000000003,-80.0841,2009,15
F1190,F1190,26.242959999999997,-80.08154,2009,8
F1192,F1192,25.82217,-80.09908,2009,36
F1193,F1193,25.79326,-80.09729,2009,22
F1196,F1196,25.842010000000002,-80.09493,2009,40
F1199,F1199,26.221159999999998,-80.07648,2009,12
F1200,F1200,26.266690000000004,-80.07078,2009,23
F1201,F1201,26.30408,-80.06716,2009,12
F1204,F1204,26.07133,-80.09118000000001,2009,17
F1206,F1206,25.78237,-80.08740999999999,2009,2
F1207,F1207,26.09115,-80.08503,2009,23
F1208,F1208,26.085739999999998,-80.08507,2009,27
F1212,F1212,26.25155,-80.06588,2009,57
F1214,F1214,25.8853,-80.08662,2009,48
F1217,F1217,26.68103,-80.03105,2009,19
F1224,F1224,26.61047,-80.02303,2009,51
F1225,F1225,26.6255,-80.02247,2009,29
F1337,F1337,24.610770000000002,-82.87236999999999,2009,107
F1338,F1338,24.60537,-82.87236999999999,2009,120
F1339,F1339,24.62375,-82.81868,2009,74
F1340,F1340,24.67377,-82.7911,2009,41
F1341,F1341,24.628770000000003,-82.83272,2009,20
F1343,F1343,24.70437,-82.8902,2009,51
F1344,F1344,24.60357,-82.87433,2009,44
F1346,F1346,24.70797,-82.78515,2009,28
F1347,F1347,24.60057,-82.98058,2009,17
F1348,F1348,24.610770000000002,-82.9655,2009,26
F1349,F1349,24.72237,-82.85055,2009,85
F1350,F1350,24.72597,-82.79308,2009,36
F1351,F1351,24.72845,-82.80872,2009,144
F1352,F1352,24.62697,-82.93182,2009,50
F1353,F1353,24.60152,-82.95237,2009,68
F1357,F1357,24.61955,-82.92625,2009,209
F1358,F1358,24.670170000000002,-82.92785,2009,174
F1360,F1360,24.711570000000002,-82.78912,2009,38
F1361,F1361,24.68457,-82.88425,2009,96
F1362,F1362,24.66657,-82.92785,2009,45
F1363,F1363,24.72545,-82.81445,2009,122
F1364,F1364,24.60772,-82.96038,2009,26
F1365,F1365,24.711570000000002,-82.88028,2009,67
F2010,F2010,24.55095,-81.57898,2009,207
F2013,F2013,24.56056,-81.49113,2009,81
F2016,F2016,24.48232,-81.88143000000001,2009,94
F2020,F2020,24.49556,-81.73193,2009,187
F2021,F2021,24.498829999999998,-81.69586,2009,184
F2030,F2030,24.45112,-81.92291999999999,2009,28
F2033,F2033,24.515439999999998,-81.61066,2009,186
F2035,F2035,24.47384,-81.75885,2009,43
F2037,F2037,24.51967,-81.52834,2009,120
F2038,F2038,24.52532,-81.50771,2009,110
F2048,F2048,24.75007,-80.93395,2009,31
F2052,F2052,24.70027,-80.90849,2009,76
F2062,F2062,24.58755,-81.24001,2009,128
F2066,F2066,24.70123,-80.88956999999999,2009,74
F2067,F2067,24.71482,-80.84441,2009,131
F2075,F2075,25.07143,-80.3866,2009,97
F2077,F2077,25.059620000000002,-80.37933000000001,2009,115
F2086,F2086,25.01952,-80.42336999999999,2009,106
F2096,F2096,25.0149,-80.36896,2009,79
F2101,F2101,25.01849,-80.39978,2009,34
F2113,F2113,25.016460000000002,-80.37040999999999,2009,75
F2116,F2116,24.91004,-80.5216,2009,69
F2118,F2118,25.00195,-80.39451,2009,128
F2119,F2119,25.02709,-80.36068,2009,66
F2125,F2125,25.0684,-80.31773000000001,2009,51
F2133,F2133,25.349629999999998,-80.18630999999999,2009,131
F2135,F2135,25.38295,-80.17843,2009,98
F2148,F2148,25.33044,-80.1717,2009,77
F2153,F2153,25.320829999999997,-80.18271999999999,2009,72
F2157,F2157,25.31522,-80.1883,2009,40
F2182,F2182,26.08944,-80.09904,2009,23
F2183,F2183,26.06416,-80.09923,2009,30
F2184,F2184,25.87513,-80.09975,2009,23
F2188,F2188,26.17605,-80.08837,2009,5
F2190,F2190,26.251720000000002,-80.0798,2009,7
F2193,F2193,25.80976,-80.0973,2009,35
F2195,F2195,26.251759999999997,-80.07186999999999,2009,11
F2200,F2200,25.92928,-80.09263,2009,44
F2201,F2201,26.05869,-80.09128,2009,22
F2204,F2204,26.20498,-80.07814,2009,10
F2206,F2206,25.97381,-80.08993000000001,2009,35
F2207,F2207,26.05686,-80.08729,2009,8
F2208,F2208,25.85681,-80.08883,2009,41
F2210,F2210,26.199820000000003,-80.07118,2009,41
F2212,F2212,26.24653,-80.06569,2009,25
F2217,F2217,26.70458,-80.02995,2009,5
F2221,F2221,26.45597,-80.04612,2009,40
F2225,F2225,26.655720000000002,-80.02328,2009,25
F2227,F2227,26.69102,-80.01825,2009,32
F2338,F2338,24.60908,-82.87155,2009,52
F2340,F2340,24.71517,-82.86245,2009,38
F2347,F2347,24.59817,-82.98137,2009,26
F2349,F2349,24.704629999999998,-82.86293,2009,64
F2352,F2352,24.70797,-82.87433,2009,69
F2353,F2353,24.58737,-82.94767,2009,57
F2356,F2356,24.68013,-82.88498,2009,98
F2357,F2357,24.6692,-82.92761999999999,2009,145
F2359,F2359,24.67815,-82.92272,2009,35
F4001,F4001,27.13195,-80.13367,2009,10
F4002,F4002,27.11188,-80.12555,2009,10
F4003,F4003,27.10837,-80.12297,2009,15
F4004,F4004,27.10645,-80.12233,2009,8
F4005,F4005,27.1038,-80.12088,2009,5
F4006,F4006,27.12122,-80.12748,2009,17
F4007,F4007,25.1102,-80.34003,2009,77
F4008,F4008,24.66093,-82.81906,2009,72
F4010,F4010,24.59601,-81.39428000000001,2009,155
F4011,F4011,24.60613,-81.42926,2009,50
F4012,F4012,24.59113,-81.37118000000001,2009,148
F4013,F4013,24.69671,-80.90259,2009,71
F4014,F4014,24.712220000000002,-80.94549,2009,174
F4017,F4017,25.37509,-80.15382,2009,90
F4018,F4018,25.31609,-80.15453000000001,2009,75
F4019,F4019,25.31515,-80.18844,2009,39
F4021,F4021,24.64285,-82.93037,2009,50
F4022,F4022,24.61188,-82.94583,2009,88
F4023,F4023,24.6053,-82.87315,2009,137
F4025,F4025,26.56922,-80.02773,2009,11
F4026,F4026,26.486520000000002,-80.0398,2009,36
F4027,F4027,26.52567,-80.03305,2009,15
F4028,F4028,26.71013,-80.03003000000001,2009,17
F4029,F4029,25.54055,-80.11513000000001,2009,28
F4030,F4030,25.68126,-80.09017,2009,76
F4031,F4031,24.68506,-80.96446999999999,2009,86
F4032,F4032,25.349610000000002,-80.18633,2009,109
F4033,F4033,26.6846,-80.03125,2009,17
F4034,F4034,24.6694,-80.97707,2009,59
F4035,F4035,25.82793,-80.08625,2009,8
F4036,F4036,25.6227,-80.0951,2009,26
F4037,F4037,24.60804,-81.18196999999999,2009,81
F4038,F4038,25.25808,-80.20262,2009,70
G1010,G1010,24.52305,-81.64658,2010,198
G1021,G1021,24.56317,-81.40041,2010,108
G1027,G1027,24.52127,-81.58537,2010,31
G1074,G1074,25.0612,-80.37848000000001,2010,44
G1076,G1076,25.215999999999998,-80.28598000000001,2010,58
G1077,G1077,25.22243,-80.28045,2010,42
G1078,G1078,25.23711,-80.26778,2010,57
G1171,G1171,25.98295,-80.10784,2010,24
G1172,G1172,25.9703,-80.10594,2010,13
G1176,G1176,26.116529999999997,-80.10083,2010,7
G1181,G1181,26.14901,-80.09658,2010,12
G1187,G1187,26.20854,-80.08610999999999,2010,53
G1189,G1189,26.221159999999998,-80.08041,2010,7
G1192,G1192,25.82217,-80.09908,2010,31
G1193,G1193,25.79325,-80.09678000000001,2010,22
G1196,G1196,25.842010000000002,-80.09493,2010,41
G1199,G1199,26.221109999999996,-80.07600000000001,2010,30
G1204,G1204,26.07133,-80.09118000000001,2010,16
G1206,G1206,25.78238,-80.08751,2010,4
G1207,G1207,26.09115,-80.08503,2010,27
G1208,G1208,26.085739999999998,-80.08507,2010,30
G1217,G1217,26.681109999999997,-80.03098,2010,18
G1414,G1414,24.68889,-81.04646,2010,6
G1415,G1415,24.69431,-81.04053,2010,66
G1416,G1416,24.69792,-81.03658,2010,77
G1420,G1420,24.69792,-81.02548,2010,5
G1421,G1421,24.712220000000002,-80.94549,2010,110
G1422,G1422,24.70027,-80.9084,2010,29
G1424,G1424,24.63975,-81.06703,2010,47
G1441,G1441,25.47505,-80.1522,2010,112
G1444,G1444,25.34958,-80.18619,2010,111
G1447,G1447,25.33044,-80.17175,2010,96
G1448,G1448,25.33597,-80.17061,2010,111
G1449,G1449,25.54055,-80.11513000000001,2010,58
G1450,G1450,25.6722,-80.0902,2010,58
G2182,G2182,26.08944,-80.09904,2010,13
G2201,G2201,26.042939999999998,-80.09496,2010,19
G2204,G2204,26.20487,-80.07813,2010,21
G2206,G2206,25.97381,-80.08993000000001,2010,23
G2210,G2210,26.19942,-80.07217,2010,22
G2212,G2212,26.24633,-80.06579,2010,30
G2225,G2225,26.655720000000002,-80.02325,2010,30
G2227,G2227,26.69088,-80.01818,2010,19
G4001,G4001,27.13167,-80.13403000000001,2010,22
G4002,G4002,27.11188,-80.1256,2010,11
G4007,G4007,25.1102,-80.34003,2010,38
G4011,G4011,24.6061,-81.42911,2010,29
G4028,G4028,26.710079999999998,-80.03005,2010,14
G4029,G4029,24.5615,-81.40788,2010,90
G4030,G4030,24.53145,-81.48355,2010,85
G4031,G4031,24.51766,-81.54436,2010,46
G4032,G4032,24.62144,-81.3625,2010,95
G4033,G4033,24.62013,-81.36929,2010,23
G4034,G4034,24.59592,-81.37162,2010,156
G4035,G4035,24.56322,-81.4772,2010,144
G4036,G4036,24.54872,-81.53283,2010,113
G4037,G4037,24.547539999999998,-81.58661,2010,251
G4038,G4038,24.553060000000002,-81.68785,2010,33
G4039,G4039,24.56397,-81.66141999999999,2010,32
G4040,G4040,24.58557,-81.58017,2010,114
G4041,G4041,24.60543,-81.53217,2010,12
G4042,G4042,25.361320000000003,-80.18851,2010,74
G4043,G4043,25.46365,-80.16808,2010,97
G4044,G4044,24.6977,-80.9581,2010,80
G4045,G4045,24.699479999999998,-80.96678,2010,133
G4046,G4046,24.97083,-80.43751999999999,2010,47
G4047,G4047,24.97578,-80.44209000000001,2010,16
G4048,G4048,24.986079999999998,-80.44969,2010,20
G4049,G4049,24.99321,-80.46355,2010,20
G4050,G4050,25.14857,-80.36108,2010,21
G4051,G4051,25.21182,-80.32329,2010,5
G4052,G4052,24.9992,-80.4669,2010,131
G4053,G4053,24.6715,-81.0506,2010,120
G4054,G4054,24.6993,-80.9669,2010,203
G4055,G4055,24.6895,-81.0302,2010,148
G4056,G4056,24.90343,-80.61596999999999,2010,65
H4057,H4057,25.2843,-80.2255,2010,53
H4058,H4058,25.06123,-80.37848000000001,2010,45
H4059,H4059,25.11061,-80.34008,2010,43
H4060,H4060,25.22135,-80.28005,2010,101
H4061,H4061,25.215999999999998,-80.28598000000001,2010,69
H4062,H4062,25.23711,-80.26778,2010,68
H4063,H4063,25.11715,-80.34006,2010,71
I1301,I1301,24.55238,-81.68785,2010,29
I1304,I1304,24.47297,-81.9499,2010,121
I1306,I1306,24.49975,-81.7348,2010,199
I1308,I1308,24.53813,-81.61833,2010,261
I1310,I1310,24.566229999999997,-81.46902,2010,64
I1314,I1314,24.448929999999997,-81.94965,2010,60
I1316,I1316,24.459020000000002,-81.90908,2010,79
I1317,I1317,24.4636,-81.90483,2010,143
I1320,I1320,24.5645,-81.39546999999999,2010,206
I1323,I1323,24.50102,-81.62487,2010,60
I1326,I1326,24.45523,-81.85938,2010,10
I1329,I1329,24.44768,-81.9165,2010,14
I1330,I1330,24.48098,-81.77468,2010,18
I1331,I1331,24.471999999999998,-81.76477,2010,29
I1333,I1333,24.470670000000002,-81.74885,2010,39
I1335,I1335,24.46728,-81.74152,2010,22
I1336,I1336,24.46977,-81.7294,2010,20
I1337,I1337,24.53683,-81.44948000000001,2010,175
I1338,I1338,24.5459,-81.42953,2010,59
I1339,I1339,24.560270000000003,-81.33673,2010,80
I1340,I1340,24.57092,-81.3235,2010,53
I1343,I1343,24.45345,-81.85738,2010,38
I1345,I1345,24.443720000000003,-81.97373,2010,40
I1346,I1346,24.4387,-81.90661,2010,7
I1347,I1347,24.46022,-81.85707,2010,6
I1348,I1348,24.518520000000002,-81.52797,2010,90
I1350,I1350,24.46025,-81.8433,2010,52
I1352,I1352,24.694010000000002,-81.04023000000001,2010,73
I1353,I1353,24.75031,-80.93185,2010,12
I1354,I1354,24.75029,-80.92978000000001,2010,9
I1355,I1355,24.68967,-81.03048000000001,2010,87
I1356,I1356,24.71799,-80.93607,2010,141
I1357,I1357,24.70006,-80.96791999999999,2010,128
I1358,I1358,24.64019,-81.06693,2010,117
I1360,I1360,24.62953,-81.11282,2010,2
I1361,I1361,24.68899,-80.9564,2010,112
I1362,I1362,24.7808,-80.75277,2010,100
I1363,I1363,24.633029999999998,-81.08999,2010,37
I1364,I1364,24.593770000000003,-81.22610999999999,2010,95
I1366,I1366,24.6148,-81.15944,2010,29
I1367,I1367,24.61489,-81.13723,2010,215
I1369,I1369,24.6202,-81.12949,2010,142
I1370,I1370,24.64738,-81.05266999999999,2010,119
I1371,I1371,24.6239,-81.10958000000001,2010,104
I1372,I1372,24.74496,-80.78118,2010,189
I1373,I1373,24.625770000000003,-81.11191,2010,79
I1374,I1374,24.75228,-80.75939,2010,187
I1376,I1376,24.94497,-80.55726999999999,2010,23
I1377,I1377,24.95138,-80.55122,2010,41
I1378,I1378,25.03999,-80.42206999999999,2010,66
I1379,I1379,25.0666,-80.38761,2010,24
I1380,I1380,25.08308,-80.37231,2010,56
I1381,I1381,25.06861,-80.37195,2010,23
I1382,I1382,25.14067,-80.31446,2010,58
I1385,I1385,25.02232,-80.43868,2010,69
I1386,I1386,25.0453,-80.39429,2010,34
I1387,I1387,25.00423,-80.45251999999999,2010,65
I1388,I1388,25.00187,-80.43526,2010,50
I1390,I1390,25.03128,-80.38190999999999,2010,136
I1393,I1393,25.145770000000002,-80.28995,2010,185
I1397,I1397,25.10774,-80.30696999999999,2010,208
I1398,I1398,25.2979,-80.21816,2010,70
I1399,I1399,24.8062,-80.68027,2010,56
I1401,I1401,24.94226,-80.4818,2010,17
I1404,I1404,25.15142,-80.29455,2010,62
I1406,I1406,24.95502,-80.45779,2010,52
I1407,I1407,25.10223,-80.32484000000001,2010,76
I1410,I1410,24.82597,-80.65288000000001,2010,49
I1411,I1411,24.8402,-80.6329,2010,30
I1412,I1412,24.90648,-80.53928,2010,33
I1416,I1416,24.94441,-80.46214,2010,121
I1417,I1417,24.97898,-80.41855,2010,169
I1418,I1418,25.001360000000002,-80.3988,2010,78
I1419,I1419,25.09398,-80.3269,2010,38
I1420,I1420,25.1081,-80.30273000000001,2010,111
I1421,I1421,25.113789999999998,-80.29739000000001,2010,78
I1423,I1423,25.10625,-80.29287,2010,153
I1425,I1425,25.12855,-80.27336,2010,68
I1429,I1429,24.84538,-80.6239,2010,13
I1430,I1430,24.845570000000002,-80.6208,2010,28
I1431,I1431,25.00916,-80.37663,2010,65
I1432,I1432,25.007379999999998,-80.37552,2010,226
I1435,I1435,24.8919,-80.55135,2010,33
I1436,I1436,24.937820000000002,-80.47164000000001,2010,114
I1441,I1441,25.33325,-80.21851,2010,37
I1442,I1442,25.4559962,-80.17144,2010,85
I1443,I1443,25.75248,-80.123,2010,8
I1444,I1444,25.30627,-80.20227,2010,70
I1445,I1445,25.3675833,-80.18596,2010,71
I1447,I1447,25.3710839,-80.16606,2010,64
I1450,I1450,25.45406667,-80.14957,2010,65
I1451,I1451,25.44568,-80.15078000000001,2010,77
I1452,I1452,25.387539999999998,-80.15057,2010,59
I1453,I1453,25.448624300000002,-80.14564,2010,71
I1455,I1455,25.41525,-80.14058,2010,67
I1457,I1457,25.517201800000002,-80.13719,2010,95
I1458,I1458,25.459413199999997,-80.137,2010,86
I1459,I1459,25.33754,-80.15338,2010,52
I1460,I1460,25.34694,-80.14992,2010,55
I1461,I1461,25.32789,-80.18027,2010,57
I1462,I1462,25.43326,-80.12383,2010,37
I1465,I1465,25.5567643,-80.10903,2010,69
I1466,I1466,25.370935199999998,-80.14022,2010,30
I1467,I1467,25.4051892,-80.13003,2010,57
I1469,I1469,25.35758,-80.14803,2010,89
I1471,I1471,25.53095,-80.1153,2010,70
I1473,I1473,25.47997,-80.10805,2010,42
I1474,I1474,25.665054,-80.09827,2010,47
I1475,I1475,25.6415782,-80.09844,2010,41
I1476,I1476,25.56847,-80.09518,2010,36
I1478,I1478,25.5873783,-80.09487,2010,34
I1480,I1480,25.730079999999997,-80.1018,2010,14
I1481,I1481,25.74635,-80.0979,2010,49
I1482,I1482,25.67588,-80.09818,2010,67
I1483,I1483,25.73725,-80.09575,2010,55
I1484,I1484,25.72825,-80.0958,2010,58
I1485,I1485,26.02812,-80.1115,2010,18
I1486,I1486,25.99195,-80.10576999999999,2010,19
I1487,I1487,26.03888,-80.10141999999999,2010,21
I1488,I1488,25.98832,-80.1025,2010,28
I1489,I1489,26.12013,-80.09923,2010,4
I1490,I1490,26.11482,-80.09915,2010,9
I1491,I1491,26.0786,-80.09912,2010,13
I1492,I1492,26.03345,-80.09946,2010,34
I1493,I1493,26.011879999999998,-80.11205,2010,19
I1494,I1494,25.9883,-80.10007,2010,14
I1495,I1495,26.2006,-80.09135,2010,9
I1496,I1496,26.10383,-80.09293000000001,2010,6
I1497,I1497,26.2302,-80.08728,2010,7
I1498,I1498,26.2484,-80.07789,2010,12
